ID,Married,Gender,Age,Graduate,Profession,Years_of_Working ,Spending_Score,Family_Members,Category,Class(Target)
5740,1,1,43,1,Entertainment,0,Low,2,Cat_2,C
5741,1,0,36,1,Artist,0,Low,1,Cat_6,C
5742,0,1,35,1,Artist,0,Low,2,Cat_6,A
5743,1,1,19,0,Healthcare,1,Low,7,Cat_4,A
5744,1,0,71,0,Entertainment,1,Low,2,Cat_6,C
5745,0,1,38,1,Entertainment,nan,Low,4,Cat_6,C
5746,0,1,27,0,Healthcare,0,Low,5,Cat_6,D
5747,0,1,45,1,Healthcare,4,Low,1,Cat_6,C
5748,1,nan,40,1,Artist,5,Low,1,Cat_6,B
5749,0,1,39,1,Artist,9,Low,1,Cat_6,B
5750,1,1,33,0,Engineer,0,Low,3,Cat_4,B
5751,0,1,41,1,Entertainment,0,Low,4,Cat_4,C
5752,0,1,46,1,Marketing,1,Low,1,Cat_6,A
5753,1,1,20,0,Healthcare,1,Low,4,nan,A
5754,1,0,88,1,Marketing,0,High,2,Cat_6,D
5755,0,0,29,1,Artist,9,Low,3,Cat_6,C
5756,0,0,63,1,Artist,1,Average,3,Cat_6,D
5757,1,1,28,1,Entertainment,1,Low,5,Cat_6,D
5758,0,1,35,1,Artist,1,Low,1,Cat_6,B
5759,0,0,70,0,Artist,nan,High,2,Cat_6,C
5760,0,1,25,1,Healthcare,nan,Low,1,Cat_6,A
5761,1,0,67,0,Lawyer,nan,High,2,Cat_6,C
5762,0,1,32,1,Artist,6,Low,7,Cat_4,C
5763,1,0,50,1,Artist,8,Low,2,Cat_6,A
5764,0,1,21,0,Marketing,4,Low,4,Cat_6,A
5765,1,0,55,1,Doctor,0,Low,1,Cat_6,D
5766,1,0,56,1,Artist,1,Average,3,Cat_6,B
5767,0,0,73,1,Lawyer,1,Low,2,Cat_6,B
5768,1,0,53,1,Artist,4,Average,2,Cat_6,D
5769,1,0,37,1,Artist,1,Average,2,Cat_6,D
5770,1,0,36,1,Artist,1,Average,4,Cat_6,D
5771,1,0,39,1,Artist,3,Average,4,Cat_6,B
5772,1,0,57,1,Entertainment,0,Average,7,Cat_5,D
5773,1,1,37,1,Engineer,1,Low,1,Cat_6,A
5774,0,0,47,1,Lawyer,2,High,4,Cat_6,A
5775,0,0,46,1,Artist,0,Low,2,Cat_6,D
5776,1,1,21,0,Healthcare,0,Low,4,Cat_3,A
5777,1,0,47,1,Marketing,0,Low,5,Cat_6,C
5778,0,0,39,1,Engineer,0,Average,2,Cat_6,C
5779,0,1,41,1,Artist,1,Low,1,Cat_6,C
5780,1,1,28,1,Artist,9,Low,6,Cat_6,A
5781,1,1,25,1,Healthcare,0,Low,3,Cat_6,A
5782,1,0,48,1,Executive,0,Low,2,Cat_6,C
5783,1,0,51,0,Entertainment,0,Low,2,Cat_6,C
5784,0,0,42,0,Artist,1,High,4,Cat_6,B
5785,1,0,36,1,Artist,nan,Average,2,Cat_6,D
5786,0,0,28,0,Entertainment,nan,Average,2,Cat_4,C
5787,1,1,43,1,Artist,1,Low,1,Cat_6,B
5788,0,1,22,0,Doctor,11,Low,4,Cat_1,A
5789,1,1,20,0,Healthcare,0,Low,6,Cat_3,A
5790,1,0,60,1,Executive,4,High,4,Cat_6,C
5791,1,1,18,0,Healthcare,nan,Low,3,Cat_6,A
5792,0,1,39,0,nan,nan,Low,1,Cat_6,C
5793,0,0,49,1,Artist,0,Average,4,Cat_6,D
5794,1,0,37,1,Artist,6,Average,2,Cat_3,C
5795,1,0,39,0,Executive,6,Average,2,Cat_4,A
5796,0,0,39,1,Healthcare,4,Low,2,Cat_6,C
5797,1,0,65,1,Lawyer,0,Low,1,Cat_4,A
5798,0,0,48,1,Artist,0,Low,1,Cat_6,B
5799,0,0,27,1,Marketing,9,Low,1,Cat_3,D
5800,1,0,62,1,Artist,1,Average,3,Cat_3,B
5801,0,0,86,1,Lawyer,1,Low,2,Cat_6,D
5802,0,0,38,1,Artist,0,Average,3,Cat_6,D
5803,0,0,38,1,Artist,5,High,3,Cat_4,B
5804,1,0,42,0,Healthcare,0,Low,2,Cat_3,A
5805,0,0,41,1,Engineer,1,Average,3,Cat_4,B
5806,0,0,52,1,Artist,8,Low,2,Cat_6,C
5807,1,0,38,1,Engineer,1,Average,4,Cat_3,B
5808,0,0,57,1,Artist,0,High,2,Cat_6,D
5809,0,0,37,1,Marketing,9,Low,1,Cat_6,C
5810,0,1,19,0,Healthcare,0,Low,4,Cat_6,A
5811,1,1,25,1,Healthcare,8,Low,4,Cat_6,A
5812,0,1,20,0,Engineer,8,Low,5,Cat_4,A
5813,1,1,35,1,Artist,0,Low,1,Cat_6,D
5814,1,0,75,1,Lawyer,0,High,2,Cat_6,B
5815,1,1,41,1,Doctor,4,Low,2,Cat_6,B
5816,0,1,26,1,Artist,9,Low,5,Cat_6,A
5817,1,nan,22,0,Healthcare,nan,Low,2,Cat_6,A
5818,1,1,47,0,Entertainment,1,Low,1,Cat_4,C
5819,1,1,22,0,Healthcare,10,Low,4,Cat_6,A
5820,0,1,33,0,Healthcare,nan,Low,3,Cat_4,B
5821,0,1,27,0,Artist,0,Low,5,Cat_2,C
5822,0,1,40,1,Engineer,nan,Low,1,Cat_3,B
5823,0,0,48,1,Marketing,6,Low,1,Cat_6,D
5824,1,0,50,1,Artist,1,Low,1,Cat_6,B
5825,0,1,38,1,Entertainment,0,Low,2,Cat_6,A
5826,1,1,19,0,Healthcare,4,Low,4,Cat_6,A
5827,0,1,32,0,Homemaker,8,Low,1,Cat_6,A
5828,0,1,30,0,Engineer,11,Low,1,Cat_4,A
5829,0,0,55,1,Artist,1,High,4,Cat_6,B
5830,1,1,26,1,Doctor,0,Low,3,Cat_6,C
5831,1,0,60,0,Engineer,0,Average,3,Cat_6,D
5832,1,0,65,1,Entertainment,1,Average,2,Cat_6,D
5833,0,1,35,0,Engineer,9,Low,5,Cat_4,B
5834,1,1,29,1,Healthcare,0,Low,6,Cat_6,A
5835,0,1,31,1,Artist,0,Low,2,Cat_6,C
5836,1,0,55,1,Artist,1,Average,2,Cat_6,D
5837,1,1,29,1,Artist,1,Low,6,Cat_6,C
5838,1,1,30,1,Entertainment,14,Low,3,Cat_6,A
5839,1,1,23,0,Healthcare,4,Low,3,Cat_6,A
5840,0,0,48,1,Homemaker,0,Average,nan,Cat_3,C
5841,0,nan,31,0,Doctor,0,Low,4,Cat_6,A
5842,1,1,43,0,Artist,6,Low,2,Cat_6,B
5843,0,0,41,1,Artist,7,Average,2,Cat_6,B
5844,0,0,87,1,Lawyer,0,High,2,Cat_6,C
5845,0,1,50,1,Artist,1,Low,1,Cat_6,A
5846,1,nan,47,nan,Executive,1,Average,5,Cat_4,B
5847,1,1,36,1,Doctor,9,Low,1,Cat_6,A
5848,0,1,27,0,nan,12,Low,3,Cat_6,A
5849,1,1,18,0,Healthcare,0,Low,3,Cat_6,A
5850,0,0,30,1,Artist,8,Low,4,Cat_6,C
5851,0,0,72,1,Artist,0,Low,1,Cat_6,D
5852,0,1,38,1,Healthcare,0,Low,5,Cat_6,A
5853,1,1,26,1,Healthcare,0,Low,3,Cat_6,B
5854,1,0,25,1,Entertainment,1,Average,2,Cat_6,C
5855,0,0,86,0,Lawyer,nan,Low,nan,Cat_6,B
5856,0,0,26,1,Entertainment,5,Low,7,Cat_6,A
5857,0,1,27,1,Artist,1,Low,1,Cat_3,B
5858,0,0,51,1,Artist,0,Average,2,Cat_2,D
5859,1,0,61,1,Entertainment,1,Average,4,Cat_6,D
5860,0,0,51,1,Artist,nan,High,4,Cat_6,D
5861,1,0,35,1,Entertainment,1,Average,2,Cat_2,B
5862,1,0,47,1,Entertainment,2,Average,3,Cat_6,D
5863,0,0,52,1,Artist,14,Average,2,Cat_6,D
5864,1,0,70,1,Doctor,1,Average,2,Cat_6,B
5865,1,1,36,1,Doctor,9,Low,1,Cat_6,B
5866,0,1,40,0,Marketing,1,Low,1,Cat_6,A
5867,0,0,60,0,Engineer,1,High,9,Cat_4,C
5868,1,0,35,1,Artist,4,Average,2,Cat_6,C
5869,1,1,27,0,Doctor,9,Low,4,Cat_6,A
5870,1,0,49,1,Doctor,5,Average,3,Cat_5,A
5871,1,0,51,1,Artist,7,Average,2,Cat_6,D
5872,1,0,55,1,Artist,9,Average,2,Cat_1,D
5873,1,0,43,1,Executive,1,High,4,Cat_6,B
5874,1,1,19,0,Healthcare,0,Low,3,Cat_6,A
5875,1,0,39,0,Executive,12,High,7,Cat_6,B
5876,0,0,53,1,Artist,2,Low,2,Cat_6,A
5877,1,1,30,0,Healthcare,6,Low,3,Cat_6,C
5878,1,0,61,1,Artist,0,Low,2,Cat_6,C
5879,1,0,56,1,Artist,nan,Low,2,Cat_6,B
5880,1,0,22,0,Doctor,1,Low,4,Cat_6,C
5881,1,1,21,0,Marketing,0,Low,5,Cat_1,A
5882,0,1,42,1,Artist,2,Low,1,Cat_6,C
5883,1,1,43,0,Entertainment,0,Low,1,Cat_4,A
5884,1,0,52,1,Artist,1,Low,nan,Cat_6,D
5885,0,1,46,1,Artist,10,Low,2,Cat_6,C
5886,0,0,38,1,Artist,1,Average,2,Cat_6,D
5887,1,1,30,1,Healthcare,3,Low,4,Cat_6,C
5888,1,0,56,0,Artist,1,Average,3,Cat_6,D
5889,0,0,41,1,Doctor,1,Average,2,Cat_6,A
5890,0,1,30,1,Entertainment,9,Low,1,Cat_6,A
5891,1,nan,40,1,Artist,1,Low,1,Cat_7,C
5892,0,1,27,0,Engineer,1,Low,4,Cat_5,C
5893,0,1,33,0,Entertainment,8,Low,5,Cat_4,A
5894,0,0,69,1,Lawyer,0,High,2,Cat_6,D
5895,0,0,52,1,Artist,0,Average,2,Cat_6,D
5896,0,0,49,0,Healthcare,nan,Average,2,Cat_4,B
5897,0,1,30,1,Doctor,0,Low,1,Cat_6,B
5898,1,0,41,1,Executive,nan,High,4,Cat_4,B
5899,1,1,26,1,Artist,1,Low,1,Cat_3,D
5900,0,1,26,0,Healthcare,0,Low,3,Cat_5,B
5901,1,1,40,1,Healthcare,8,Low,3,Cat_2,A
5902,1,0,48,1,Engineer,6,Average,5,Cat_6,C
5903,0,1,41,1,Engineer,0,Low,4,Cat_6,B
5904,1,0,65,0,Executive,nan,High,2,Cat_6,C
5905,0,0,60,0,Artist,nan,Average,3,Cat_6,D
5906,0,1,26,1,Healthcare,0,Low,nan,Cat_6,A
5907,0,nan,43,0,Engineer,8,Average,5,Cat_4,C
5908,0,0,72,1,Lawyer,1,High,nan,Cat_6,D
5909,1,0,68,1,Lawyer,nan,High,2,Cat_6,A
5910,1,0,27,1,Healthcare,0,Low,5,Cat_4,A
5911,1,1,19,0,Healthcare,1,Low,3,Cat_2,A
5912,0,0,60,1,Doctor,6,Average,2,Cat_6,D
5913,0,0,40,1,Engineer,0,Average,2,Cat_6,D
5914,0,1,30,1,Healthcare,1,Low,2,Cat_3,C
5915,1,0,46,1,Artist,0,Low,2,Cat_6,D
5916,1,1,21,0,Healthcare,3,Low,7,Cat_4,A
5917,1,1,33,1,Healthcare,0,Low,5,Cat_6,D
5918,0,0,37,1,Artist,1,Average,3,Cat_6,A
5919,0,0,43,0,Engineer,0,Low,1,Cat_6,C
5920,1,0,35,1,Artist,10,High,2,Cat_6,B
5921,0,0,39,1,Artist,nan,Average,3,Cat_6,A
5922,0,0,51,0,Engineer,4,Low,2,Cat_4,A
5923,1,1,21,0,Healthcare,nan,Low,1,Cat_2,A
5924,0,0,45,1,Artist,9,Low,1,Cat_7,D
5925,0,0,60,1,Artist,1,High,4,Cat_6,D
5926,1,1,26,1,Healthcare,1,Low,1,Cat_6,A
5927,1,0,53,1,Executive,4,High,4,Cat_6,A
5928,1,1,31,1,Artist,1,Low,3,Cat_6,A
5929,1,0,63,0,Healthcare,0,Average,4,Cat_4,B
5930,1,1,40,1,Entertainment,0,Low,2,Cat_2,C
5931,0,1,40,1,Doctor,1,Low,1,Cat_6,D
5932,1,1,37,1,Artist,4,Low,7,Cat_7,C
5933,1,0,45,1,Artist,1,Low,4,Cat_3,B
5934,0,1,36,0,Artist,0,Low,1,Cat_5,B
5935,0,1,31,0,Marketing,8,Low,4,Cat_6,A
5936,1,0,52,1,Artist,0,Low,3,Cat_4,C
5937,0,nan,57,1,Engineer,0,Average,4,Cat_2,D
5938,1,0,41,1,Artist,1,Low,2,Cat_6,D
5939,1,0,51,0,Marketing,0,High,6,Cat_4,B
5940,1,0,68,1,Artist,1,Low,1,Cat_6,C
5941,0,1,46,1,Artist,2,Low,1,Cat_7,B
5942,0,1,33,1,Engineer,0,Low,3,Cat_1,A
5943,1,0,50,1,Artist,8,Average,2,Cat_6,B
5944,1,0,72,0,Lawyer,0,High,2,nan,C
5945,1,0,28,1,Healthcare,8,High,2,Cat_6,C
5946,1,0,61,0,Entertainment,1,Low,nan,Cat_6,C
5947,1,1,19,0,Healthcare,0,Low,4,Cat_4,A
5948,1,1,57,1,Doctor,0,Low,1,Cat_3,C
5949,1,0,74,1,Lawyer,1,Low,1,Cat_6,C
5950,0,nan,32,nan,Doctor,8,High,2,Cat_4,A
5951,0,0,74,0,Homemaker,nan,Low,1,Cat_6,B
5952,0,1,28,0,Healthcare,0,Low,4,Cat_6,A
5953,1,1,45,1,Artist,1,Low,2,Cat_6,C
5954,1,0,37,0,Entertainment,nan,Average,3,Cat_4,C
5955,1,1,26,0,Doctor,0,Low,4,Cat_6,C
5956,0,0,43,1,Artist,4,High,3,Cat_6,D
5957,0,0,66,1,Lawyer,1,High,2,Cat_6,C
5958,0,1,36,0,Engineer,9,Low,nan,Cat_4,A
5959,0,1,38,1,Artist,7,Low,1,Cat_6,C
5960,0,0,42,1,Homemaker,0,Average,3,Cat_3,A
5961,0,0,35,1,Doctor,7,Average,3,Cat_4,C
5962,0,nan,49,1,Entertainment,1,High,1,Cat_6,A
5963,1,0,48,1,Entertainment,0,Average,4,Cat_6,B
5964,1,0,43,1,Entertainment,3,Low,2,Cat_4,A
5965,0,0,41,1,Entertainment,nan,Average,4,Cat_6,D
5966,0,0,47,1,Artist,0,Low,1,Cat_1,C
5967,1,0,48,1,Executive,1,High,4,Cat_6,D
5968,1,1,18,0,Healthcare,3,Low,3,Cat_2,A
5969,1,0,81,1,Lawyer,nan,High,2,Cat_6,B
5970,1,0,55,1,Artist,2,Low,2,Cat_6,B
5971,1,0,58,1,Artist,7,Low,1,Cat_3,B
5972,1,1,32,0,Healthcare,0,Low,5,Cat_6,B
5973,1,1,52,1,Artist,3,Low,1,Cat_6,B
5974,1,0,42,1,Executive,0,Low,3,Cat_6,A
5975,1,0,59,1,Artist,1,High,2,Cat_6,D
5976,0,0,57,1,Artist,1,High,3,Cat_6,C
5977,1,0,29,1,Entertainment,1,High,2,Cat_3,C
5978,1,0,40,1,Artist,8,Average,2,Cat_6,B
5979,0,1,37,1,Artist,0,Low,3,Cat_6,C
5980,0,0,62,nan,Lawyer,9,Low,5,Cat_6,B
5981,0,0,42,1,Engineer,1,Low,2,Cat_6,B
5982,1,0,69,0,Doctor,nan,Low,1,Cat_6,C
5983,0,1,23,0,Healthcare,0,Low,3,Cat_6,A
5984,0,1,23,0,Healthcare,9,Low,4,Cat_4,A
5985,1,1,50,0,Doctor,9,Low,3,Cat_6,A
5986,0,1,29,0,Healthcare,0,Low,3,Cat_6,D
5987,0,0,39,1,Healthcare,8,Average,2,Cat_6,A
5988,0,0,72,1,Doctor,1,Average,2,Cat_6,C
5989,1,1,37,1,Entertainment,7,Low,1,Cat_6,C
5990,1,1,19,0,Healthcare,2,Low,4,Cat_6,A
5991,1,1,30,0,Healthcare,0,Low,4,Cat_3,A
5992,0,1,33,0,Healthcare,7,Low,4,Cat_5,A
5993,1,0,65,0,Entertainment,7,Average,4,Cat_4,A
5994,1,1,20,0,Healthcare,0,Low,4,Cat_6,A
5995,0,0,39,1,Doctor,3,High,2,Cat_4,C
5996,1,0,57,0,nan,1,Low,5,Cat_4,A
5997,1,0,35,1,Executive,0,High,4,Cat_6,C
5998,0,1,63,1,Artist,14,Low,1,Cat_6,B
5999,0,0,51,1,Artist,nan,Average,4,Cat_2,D
6000,1,1,31,0,Entertainment,1,Low,7,Cat_4,A
6001,0,1,28,0,Engineer,0,Low,1,Cat_4,C
6002,0,0,50,1,Doctor,1,Low,2,Cat_7,C
6003,0,0,36,1,Entertainment,7,Average,2,Cat_6,B
6004,0,1,51,1,Engineer,3,Low,1,Cat_6,B
6005,1,nan,83,0,Lawyer,0,High,2,Cat_6,C
6006,1,0,63,1,Entertainment,0,Low,2,Cat_6,C
6007,1,0,46,1,Homemaker,6,Average,3,Cat_3,D
6008,0,1,45,0,Marketing,1,Low,1,Cat_6,A
6009,0,0,27,0,Healthcare,0,Low,2,Cat_6,A
6010,1,0,69,0,Artist,2,Low,2,Cat_6,C
6011,0,1,35,0,Entertainment,1,Low,1,Cat_6,B
6012,0,1,23,0,Marketing,4,Low,4,Cat_6,D
6013,1,1,29,0,Artist,8,Low,5,Cat_5,A
6014,1,0,62,1,Executive,1,High,4,Cat_6,D
6015,1,1,27,0,Entertainment,nan,Low,1,Cat_6,A
6016,1,0,51,0,Entertainment,1,Average,5,Cat_4,A
6017,0,0,65,0,Engineer,0,Average,2,Cat_6,B
6018,1,0,80,1,Lawyer,0,High,2,Cat_6,D
6019,1,1,33,1,Healthcare,8,Low,4,Cat_2,A
6020,0,1,33,1,Entertainment,0,Low,1,Cat_7,C
6021,1,1,27,1,Doctor,0,Low,5,Cat_6,B
6022,1,0,48,1,Executive,1,High,3,Cat_6,B
6023,0,0,48,0,Artist,8,Average,3,Cat_6,C
6024,1,0,67,1,Artist,1,Low,1,Cat_4,B
6025,0,1,39,0,Engineer,4,Low,nan,Cat_3,B
6026,0,1,25,1,Engineer,0,Low,7,Cat_4,D
6027,0,1,37,1,Artist,9,Low,1,Cat_6,C
6028,0,1,36,0,nan,nan,Low,nan,Cat_4,A
6029,1,1,48,1,Entertainment,1,Low,2,Cat_6,A
6030,1,0,68,1,Artist,1,Low,1,Cat_6,D
6031,1,0,59,0,Entertainment,8,Average,3,Cat_6,D
6032,1,1,26,1,Entertainment,9,Low,1,Cat_2,C
6033,1,nan,58,0,Executive,nan,High,3,Cat_6,C
6034,0,1,30,0,Engineer,0,Low,1,Cat_6,C
6035,0,0,36,1,Engineer,nan,Low,1,Cat_3,A
6036,0,1,33,0,Doctor,nan,Low,4,Cat_6,C
6037,1,1,23,0,Doctor,6,Low,4,Cat_2,A
6038,1,1,20,0,Healthcare,0,Low,4,Cat_6,A
6039,1,nan,52,0,Doctor,0,High,3,Cat_6,A
6040,0,1,30,1,Doctor,10,Low,5,Cat_6,B
6041,1,1,37,1,Artist,8,Low,3,Cat_6,D
6042,1,1,32,0,Marketing,0,Low,3,Cat_4,A
6043,0,0,43,1,Artist,1,Low,1,Cat_1,C
6044,1,0,49,1,Artist,3,Average,2,Cat_6,D
6045,1,1,28,1,Healthcare,1,Low,4,Cat_6,A
6046,1,0,49,1,Artist,0,Average,4,Cat_6,D
6047,1,0,51,1,Artist,0,Average,2,Cat_6,D
6048,0,0,46,1,Artist,1,Average,2,Cat_2,D
6049,1,1,40,1,Entertainment,nan,Low,3,Cat_6,D
6050,0,0,36,0,Engineer,0,Low,3,Cat_2,C
6051,1,1,39,1,Marketing,1,Low,4,Cat_3,A
6052,1,0,48,1,Artist,1,Average,4,Cat_6,D
6053,1,0,40,0,Executive,0,Average,4,Cat_4,A
6054,1,1,19,0,Engineer,7,Low,5,Cat_2,A
6055,1,0,73,0,Executive,1,Low,nan,Cat_6,D
6056,1,1,45,1,Artist,1,Low,1,Cat_6,A
6057,1,0,61,1,Executive,0,High,2,Cat_6,D
6058,1,0,26,1,Artist,0,Average,2,Cat_6,D
6059,0,0,68,1,Artist,0,Low,1,Cat_6,D
6060,1,0,35,1,Artist,7,Low,3,Cat_6,A
6061,0,1,27,1,Artist,1,Low,4,Cat_6,A
6062,1,0,89,1,Marketing,1,High,2,Cat_6,D
6063,1,0,63,1,Artist,1,Low,2,Cat_6,A
6064,0,0,42,1,Artist,1,Low,nan,Cat_6,B
6065,1,0,43,1,Artist,9,Average,2,Cat_2,D
6066,0,1,18,0,Healthcare,1,Low,4,Cat_6,A
6067,1,1,31,1,Doctor,8,Low,1,Cat_6,A
6068,0,1,28,0,Artist,1,Low,4,Cat_4,B
6069,0,0,80,1,Lawyer,1,High,2,Cat_6,A
6070,1,1,52,1,Artist,1,Low,3,Cat_3,B
6071,0,0,62,1,Artist,1,High,2,Cat_6,B
6072,0,1,28,1,Entertainment,0,Low,3,Cat_6,A
6073,1,0,53,1,Doctor,1,Low,nan,Cat_6,C
6074,0,0,83,0,Lawyer,nan,High,2,Cat_6,B
6075,0,0,63,1,Artist,0,Average,2,Cat_6,D
6076,0,0,62,nan,Artist,1,Average,3,Cat_3,D
6077,1,1,19,0,Doctor,1,Low,5,Cat_4,D
6078,1,0,71,0,Marketing,1,Low,1,Cat_6,A
6079,0,1,31,0,Healthcare,0,Low,nan,Cat_4,D
6080,1,0,39,1,Doctor,1,Low,2,Cat_4,B
6081,1,nan,60,0,Executive,6,Average,2,Cat_4,C
6082,0,1,53,1,Artist,1,Low,1,Cat_6,D
6083,0,1,30,1,Healthcare,9,Low,3,Cat_6,A
6084,1,0,51,1,Doctor,1,Average,4,Cat_6,B
6085,0,0,76,0,Lawyer,1,High,2,Cat_6,C
6086,0,1,38,0,Homemaker,8,Low,nan,Cat_6,C
6087,1,1,19,0,Healthcare,8,Low,5,Cat_2,A
6088,1,0,36,1,Entertainment,5,Low,2,Cat_6,C
6089,1,0,65,0,Artist,0,Average,2,Cat_6,D
6090,0,1,21,0,Healthcare,7,Low,5,Cat_2,A
6091,0,0,53,1,Artist,1,Average,2,Cat_7,D
6092,1,0,56,1,Entertainment,1,Average,3,Cat_6,C
6093,1,0,39,1,Artist,9,Average,2,Cat_2,B
6094,1,1,23,0,Healthcare,1,Low,3,Cat_4,B
6095,1,0,40,1,Artist,1,Low,2,Cat_6,B
6096,1,1,43,1,Engineer,0,Low,1,Cat_6,C
6097,1,0,86,1,Executive,0,Low,1,Cat_6,A
6098,1,0,50,1,Entertainment,3,Low,2,Cat_6,C
6099,1,0,73,0,Lawyer,0,High,2,Cat_6,B
6100,0,1,53,1,Doctor,0,Low,nan,Cat_3,C
6101,1,0,40,1,Executive,nan,High,3,Cat_6,D
6102,0,1,36,1,Artist,9,Low,2,Cat_6,D
6103,0,0,36,0,Artist,1,Average,4,Cat_4,B
6104,0,1,46,0,Homemaker,9,Low,1,Cat_6,A
6105,1,1,21,0,Healthcare,1,Low,5,Cat_4,A
6106,1,0,75,0,Lawyer,1,Low,1,Cat_4,A
6107,0,1,31,1,Healthcare,4,Low,3,Cat_6,B
6108,0,0,56,1,Executive,nan,High,4,Cat_1,C
6109,0,1,33,1,Healthcare,0,Low,3,Cat_6,A
6110,1,1,35,1,Entertainment,0,Low,1,Cat_6,C
6111,0,1,19,0,Healthcare,5,Low,5,Cat_2,A
6112,0,0,41,1,Artist,1,High,5,Cat_7,B
6113,0,1,42,0,Entertainment,10,Low,4,Cat_6,A
6114,1,0,62,1,Doctor,0,Average,4,Cat_6,A
6115,0,1,27,1,Healthcare,7,Low,2,Cat_6,B
6116,1,1,33,1,Entertainment,9,Low,4,Cat_3,D
6117,0,0,75,1,nan,0,High,2,Cat_6,B
6118,0,0,47,1,Artist,0,Average,5,Cat_6,D
6119,1,1,36,1,Doctor,1,Low,1,Cat_6,C
6120,0,1,43,1,Artist,0,Low,1,Cat_6,D
6121,0,0,48,1,Artist,0,Average,2,Cat_6,D
6122,1,0,31,1,Artist,8,Average,2,Cat_6,D
6123,0,0,35,1,Artist,0,Average,2,Cat_6,D
6124,0,1,23,0,Engineer,1,Low,nan,Cat_6,A
6125,1,1,18,0,Healthcare,1,Low,2,Cat_6,A
6126,0,1,33,0,Engineer,9,Low,4,Cat_3,B
6127,0,0,49,1,Artist,1,Low,1,Cat_6,D
6128,0,1,18,0,Healthcare,7,Low,6,Cat_6,A
6129,0,1,33,0,Healthcare,1,Low,3,Cat_6,B
6130,1,0,70,0,Entertainment,1,Low,1,Cat_6,C
6131,0,0,77,1,Lawyer,0,High,2,Cat_6,B
6132,0,1,42,1,Marketing,0,Low,1,Cat_7,B
6133,0,1,31,1,Healthcare,1,Low,4,Cat_6,C
6134,0,0,45,1,Artist,4,Average,4,Cat_2,D
6135,0,0,53,0,Engineer,0,Average,4,Cat_4,B
6136,1,0,27,0,nan,1,Average,6,Cat_4,A
6137,1,0,42,0,Doctor,0,Average,3,Cat_6,B
6138,1,0,41,1,Entertainment,1,Low,2,Cat_6,C
6139,1,0,65,1,Artist,7,High,2,Cat_6,D
6140,1,0,50,1,Artist,1,Average,3,Cat_6,D
6141,0,1,30,0,Homemaker,10,Low,6,Cat_6,A
6142,1,1,32,0,Healthcare,0,Low,5,Cat_6,A
6143,0,0,61,0,Engineer,0,Low,1,Cat_6,B
6144,0,0,56,1,Artist,0,High,2,Cat_6,B
6145,0,1,41,1,Artist,1,Low,1,Cat_4,A
6146,1,1,21,0,Marketing,0,Low,4,Cat_2,A
6147,1,0,48,1,Artist,1,Average,3,Cat_6,D
6148,0,1,36,0,Engineer,nan,Low,2,Cat_6,A
6149,0,1,31,1,Marketing,0,Low,1,Cat_6,A
6150,0,0,59,0,Entertainment,8,Average,2,Cat_6,B
6151,1,1,20,0,Healthcare,0,Low,6,Cat_4,A
6152,0,1,22,0,Healthcare,nan,Low,4,Cat_3,A
6153,0,1,18,0,Engineer,1,Low,5,Cat_2,A
6154,0,0,48,1,Doctor,1,Average,6,Cat_4,B
6155,1,1,28,1,Doctor,1,Low,3,Cat_6,C
6156,1,1,19,0,Entertainment,0,Low,3,Cat_6,D
6157,1,1,39,1,Artist,2,Low,3,Cat_4,B
6158,0,0,57,1,Executive,0,Average,2,Cat_6,D
6159,0,1,47,1,Artist,11,Low,2,Cat_6,B
6160,1,0,41,0,Doctor,2,Average,4,Cat_6,C
6161,1,1,28,1,Healthcare,1,Low,4,Cat_6,D
6162,0,0,37,0,Entertainment,0,Average,3,Cat_6,D
6163,0,1,30,1,Healthcare,3,Low,5,Cat_6,B
6164,0,0,39,0,Engineer,1,Average,5,Cat_4,D
6165,0,0,39,0,Artist,nan,Average,3,Cat_6,B
6166,1,0,50,1,Doctor,1,Low,2,Cat_6,D
6167,1,0,46,0,Entertainment,8,Low,2,Cat_6,A
6168,0,1,36,1,Artist,0,Low,2,Cat_5,A
6169,1,1,18,0,Healthcare,1,Low,3,Cat_6,A
6170,0,1,35,1,Healthcare,9,Low,1,Cat_6,A
6171,1,0,80,0,Lawyer,nan,High,2,Cat_6,D
6172,0,1,37,1,Artist,0,Low,2,Cat_6,B
6173,0,1,20,nan,Healthcare,1,Low,4,Cat_6,A
6174,0,0,80,1,Lawyer,0,Low,1,Cat_6,D
6175,1,0,47,0,Executive,0,Low,7,Cat_4,C
6176,0,1,20,nan,Healthcare,1,Low,4,Cat_6,A
6177,1,1,50,1,Artist,0,Low,1,Cat_6,B
6178,0,0,50,1,Artist,1,Average,3,Cat_6,D
6179,1,0,31,0,Marketing,2,Low,3,Cat_6,A
6180,1,0,52,1,Artist,0,Average,2,Cat_6,C
6181,1,1,35,0,Artist,1,Low,1,Cat_7,C
6182,0,0,40,1,Artist,0,Low,2,Cat_6,C
6183,1,1,39,1,Artist,1,Low,3,Cat_7,C
6184,0,0,49,1,Artist,0,Low,4,Cat_6,B
6185,1,1,40,1,Artist,14,Low,2,Cat_2,C
6186,0,1,19,0,Healthcare,0,Low,2,Cat_4,A
6187,1,0,40,1,Artist,1,Low,1,Cat_3,C
6188,0,1,52,1,Artist,1,Low,3,Cat_6,D
6189,1,0,47,1,Artist,9,Average,2,Cat_1,C
